Cameron Payne (32631144),Brandon Miller (32630887),Buddy Hield (32637556),Kelly Oubre Jr. (32630934),Alperen Sengun (32630838),CJ McCollum (32630924),Jabari Smith Jr. (32631002),Jakob Poeltl (32630942),289.292541879018,50000
Cameron Payne (32631144),Jalen Green (32630892),Tobias Harris (32630867),Kelly Oubre Jr. (32630934),Alperen Sengun (32630838),CJ McCollum (32630924),Jabari Smith Jr. (32631002),Trey Lyles (32631161),289.2684348208349,50000
Trae Young (32630832),Buddy Hield (32637556),Jayson Tatum (32630825),Jabari Smith Jr. (32631002),JT Thor (32631424),Jalen Green (32630892),Kelly Oubre Jr. (32630934),Cameron Payne (32631144),289.25717759293,49900
Cameron Payne (32631144),Jalen Green (32630892),Tobias Harris (32630867),Jabari Smith Jr. (32631002),Jakob Poeltl (32630942),Scottie Barnes (32630847),Brandon Ingram (32630871),Terquavion Smith (32631207),289.2497037158423,50000
Trae Young (32630832),Buddy Hield (32637556),Brandon Ingram (32630871),Jalen Johnson (32630884),Eugene Omoruyi (32631147),Cameron Payne (32631144),Jayson Tatum (32630825),Terquavion Smith (32631207),289.24272114857985,50000
Cameron Payne (32631144),Jaylen Brown (32630855),Tobias Harris (32630867),Rui Hachimura (32631036),Eugene Omoruyi (32631147),Trae Young (32630832),Jabari Smith Jr. (32631002),CJ McCollum (32630924),289.2383911109391,50000
Jamal Murray (32630852),Brandon Miller (32630887),Tobias Harris (32630867),Zion Williamson (32630899),Jakob Poeltl (32630942),Cameron Payne (32631144),Jabari Smith Jr. (32631002),Eugene Omoruyi (32631147),289.23443801939646,50000
Trae Young (32630832),Buddy Hield (32637556),Tobias Harris (32630867),Eugene Omoruyi (32631147),Onyeka Okongwu (32630944),Cameron Payne (32631144),Miles Bridges (32630843),Jabari Smith Jr. (32631002),289.2264335674237,49900
Cameron Payne (32631144),Amen Thompson (32631013),Buddy Hield (32637556),Onyeka Okongwu (32630944),Anthony Davis (32630818),Brandon Ingram (32630871),Jabari Smith Jr. (32631002),Kelly Oubre Jr. (32630934),289.223611984046,50000
Cameron Payne (32631144),Amen Thompson (32631013),Brandon Ingram (32630871),Eugene Omoruyi (32631147),Jonas Valanciunas (32630937),Trae Young (32630832),Jalen Johnson (32630884),Kelly Oubre Jr. (32630934),289.2167481868713,50000
CJ McCollum (32630924),Bogdan Bogdanovic (32630971),Buddy Hield (32637556),Jabari Smith Jr. (32631002),Jakob Poeltl (32630942),Jamal Murray (32630852),Scottie Barnes (32630847),Cameron Payne (32631144),289.2105877071529,49900
Trae Young (32630832),Brandon Ingram (32630871),Tobias Harris (32630867),Jabari Smith Jr. (32631002),JT Thor (32631424),Amen Thompson (32631013),Kelly Oubre Jr. (32630934),Buddy Hield (32637556),289.210340475528,49900
Cameron Payne (32631144),Jalen Green (32630892),Saddiq Bey (32630967),Jalen Johnson (32630884),Eugene Omoruyi (32631147),Scottie Barnes (32630847),Jabari Smith Jr. (32631002),Tobias Harris (32630867),289.1992616146206,50000
CJ McCollum (32630924),Buddy Hield (32637556),Saddiq Bey (32630967),Jabari Smith Jr. (32631002),Jonas Valanciunas (32630937),Trae Young (32630832),Jalen Johnson (32630884),Cameron Payne (32631144),289.1806096026858,49900
Scottie Barnes (32630847),Bogdan Bogdanovic (32630971),Jayson Tatum (32630825),Eugene Omoruyi (32631147),Paul Reed (32630979),Cameron Payne (32631144),Jabari Smith Jr. (32631002),Zion Williamson (32630899),289.1800051534175,50000
Cameron Payne (32631144),RJ Barrett (32630902),Buddy Hield (32637556),Jabari Smith Jr. (32631002),KJ Martin (32631107),Trae Young (32630832),Scottie Barnes (32630847),CJ McCollum (32630924),289.17749020282776,49900
Cameron Payne (32631144),Buddy Hield (32637556),Jae Crowder (32631067),Jabari Smith Jr. (32631002),Giannis Antetokounmpo (32630808),Scottie Barnes (32630847),Eugene Omoruyi (32631147),Zion Williamson (32630899),289.17582464937,49900
Trae Young (32630832),Jalen Green (32630892),Dillon Brooks (32631040),Jabari Smith Jr. (32631002),Jonas Valanciunas (32630937),CJ McCollum (32630924),Kelly Oubre Jr. (32630934),Cameron Payne (32631144),289.17087325570316,50000
Cameron Payne (32631144),Bogdan Bogdanovic (32630971),Tobias Harris (32630867),Jabari Smith Jr. (32631002),Nikola Jokic (32630812),Trey Murphy III (32631062),Zion Williamson (32630899),Eugene Omoruyi (32631147),289.1631647899038,49900
Trae Young (32630832),Brandon Ingram (32630871),Jayson Tatum (32630825),Jabari Smith Jr. (32631002),Paul Reed (32630979),Cameron Payne (32631144),Jae Crowder (32631067),Eugene Omoruyi (32631147),289.1547930532645,50000
Trae Young (32630832),Bogdan Bogdanovic (32630971),Tobias Harris (32630867),Kelly Oubre Jr. (32630934),Eugene Omoruyi (32631147),Cameron Payne (32631144),Jae Crowder (32631067),Scottie Barnes (32630847),289.1479773277552,50000
Terquavion Smith (32631207),Brandon Ingram (32630871),Tobias Harris (32630867),Onyeka Okongwu (32630944),Eugene Omoruyi (32631147),Trae Young (32630832),Kelly Oubre Jr. (32630934),Jabari Smith Jr. (32631002),289.1220213801214,49900
Jrue Holiday (32630931),Bogdan Bogdanovic (32630971),Buddy Hield (32637556),Kelly Oubre Jr. (32630934),Domantas Sabonis (32630816),CJ McCollum (32630924),Jabari Smith Jr. (32631002),Cameron Payne (32631144),289.08378654395244,50000
